Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I12358,I12358,43JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,440,92,"1330-1650 calCE (820±40 BP, UGAMS-5151)",..,Argentina_MitrePeninsula_Haush_400BP,"Tierra del Fuego, Mitre Peninusula, Caleta Falsa",Argentina,-54.7,-65.35,Repulldown on 3.2M snpset,1240K,13,1.663247,742447,402189,M,"Argentina, Tierra del Fuego, Mitre Peninsula, Caleta Falsa Family A (2 members) (I12358-I12360 have a 1d or 2d or 3d relationship)",..,..,2759.804152,C,"[0.994,1]",0.049,0.416595131,"ds.half,ds.half,ds.half,ds.half,ds.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half","S12358.Y1.E1.L1,S12358.Y1.E2.L1,S12358.Y1.E3.L1,S12358.Y1.E4.L1,S12358.Y1.E5.L1,S12358.Y1.E6.L1,S12358.Y1.E7.L1,S12358.Y1.E8.L1,S12358.Y1.E9.L1,S12358.Y1.E10.L1,S12358.Y1.E11.L1,S12358.Y1.E12.L1,S12358.Y1.E13.L1",PASS,..
I12359,I12359,44JM,tooth (premolar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,590,46,"1280-1440 calCE (870±20 BP, PSUAMS-6683)",..,Argentina_MitrePeninsula_Haush_400BP,"Tierra del Fuego, Mitre Peninusula, Caleta Falsa",Argentina,-54.7,-65.35,Repulldown on 3.2M snpset,1240K,1,0.394959,332598,177686,M,n/a (no relatives detected),..,..,589.8,C1b,"[0.997,1.000]",0.046,0.406,ds.half,S12359.Y1.E1.L1,PASS,damage.ds.half=0.046
I12360,I12360,45JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,400,52,"1460-1640 calCE (800±20 BP, PSUAMS-6676)",..,Argentina_MitrePeninsula_Haush_400BP,"Tierra del Fuego, Mitre Peninusula, Caleta Falsa",Argentina,-54.7,-65.35,Repulldown on 3.2M snpset,1240K,1,0.104881,115827,62206,M,"Argentina, Tierra del Fuego, Mitre Peninsula, Caleta Falsa Family A (2 members) (I12358-I12360 have a 1d or 2d or 3d relationship)",..,..,1206,D1g+16189,"[0.986,0.997]",0.041,0.387,ds.half,S12360.Y1.E1.L1,PASS,damage.ds.half=0.041
I12361,I12361,46JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,420,52,"1450-1630 calCE (815±20 BP, PSUAMS-6677)",..,Argentina_MitrePeninsula_Haush_400BP,"Tierra del Fuego, Mitre Peninusula, Río Policarpo",Argentina,-54.6,-65.58,Repulldown on 3.2M snpset,1240K,1,0.117069,125754,68012,M,n/a (no relatives detected),..,..,324.4,D1g+16189,"[0.983,0.996]",0.028,0.394,ds.half,S12361.Y1.E1.L1,PASS,damage.ds.half=0.028
I12362,I12362,47JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,5820,95,"4040-3710 calBCE (5205±58 BP, AA-60935)",..,Argentina_NorthTierradelFuego_LaArcillosa2_5800BP,"Tierra del Fuego (North), La Arcillosa 2",Argentina,-53.58,-68.02,Repulldown on 3.2M snpset,1240K,1,3.619225,760685,417855,F,n/a (no relatives detected),n/a (female),n/a (female),1806,C,"[0.995,1.000]",0.097,0.011802186,ds.half,S12362.Y1.E1.L1,PASS,..
I12354,I12354,29JM,tooth (premolar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,450,61,"1420-1630 calCE (520±30 BP, PSUAMS-6672)",..,Argentina_NorthTierradelFuego_Selknam_500BP,"Tierra del Fuego (North), Río Grande",Argentina,-53.78,-67.7,Repulldown on 3.2M snpset,1240K,13,6.701622,895907,485646,M,n/a (no relatives detected),..,..,1110.861609,D1g+16189,"[0.965,0.986]",0.1,0.439256273,"ds.half,ds.half,ds.half,ds.half,ds.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half","S12354.Y1.E1.L1,S12354.Y1.E2.L1,S12354.Y1.E3.L1,S12354.Y1.E4.L1,S12354.Y1.E5.L1,S12354.Y1.E6.L1,S12354.Y1.E7.L1,S12354.Y1.E8.L1,S12354.Y1.E9.L1,S12354.Y1.E10.L1,S12354.Y1.E11.L1,S12354.Y1.E12.L1,S12354.Y1.E13.L1",PASS,..
I12363,I12363,48JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,380,49,"1490-1660 calCE (335±35 BP, AA-69652)",..,Argentina_NorthTierradelFuego_Selknam_500BP,"Tierra del Fuego (North), Puesto Pescador",Argentina,-53.28,-68.47,Repulldown on 3.2M snpset,1240K,1,1.21585,659984,354463,M,n/a (no relatives detected),..,..,1581,D1g+16189,"[0.997,1.000]",0.045,0.393,ds.half,S12363.Y1.E1.L1,PASS,damage.ds.half=0.045
I12364,I12364,51JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,770,69,"1040-1280 calCE (897±38 BP, AA-69655)",..,Argentina_NorthTierradelFuego_Selknam_500BP,"Tierra del Fuego (North), Margen Sur",Argentina,-53.82,-67.65,Repulldown on 3.2M snpset,1240K,1,0.217564,210049,109591,F,n/a (no relatives detected),n/a (female),n/a (female),1422,D4h3a,"[0.992,0.999]",0.052,0.009,ds.half,S12364.Y1.E1.L1,PASS,..
I12366,I12366,56JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,100,84,"1670-1960 calCE (220±20 BP, PSUAMS-6685)",..,Argentina_NorthTierradelFuego_Selknam_500BP,"Tierra del Fuego (North), Pozo Tierra del Fuego 1",Argentina,-53.66,-67.96,Repulldown on 3.2M snpset,1240K,1,0.75698,549359,295132,F,n/a (no relatives detected),n/a (female),n/a (female),405.7,D1g+16189,"[0.964,0.983]",0.04,0.009,ds.half,S12366.Y1.E1.L1,PASS,damage.ds.half=0.04
I12367,I12367,57JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,700,29,"1200-1300 calCE (895±25 BP, PSUAMS-6686)",..,Argentina_NorthTierradelFuego_Selknam_500BP,"Tierra del Fuego (North), Margen Sur",Argentina,-53.82,-67.65,Repulldown on 3.2M snpset,1240K,1,0.426958,379212,206973,F,"Argentina, Tierra del Fuego (North), Margen Sur Family A (2 members) (I12365-I12367 have a sibling relationship)",n/a (female),n/a (female),1372,C1c8,"[0.997,1.000]",0.038,0.008,ds.half,S12367.Y1.E1.L1,PASS,damage.ds.half=0.038
I12365,I12365,55JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct (WARNING NEEDS MARINE CORRECTION): SHCal13 by Thomas Harper,740,35,"1150-1270 calCE (960±20 BP, PSUAMS-6684)",..,Argentina_NorthTierradelFuego_Selknam_500BP_brother.I12367,"Tierra del Fuego (North), Margen Sur",Argentina,-53.82,-67.65,Repulldown on 3.2M snpset,1240K,1,0.372559,338749,182816,M,"Argentina, Tierra del Fuego (North), Margen Sur Family A (2 members) (I12365-I12367 have a sibling relationship)",..,..,1650,C1c8,"[0.997,1.000]",0.054,0.384,ds.half,S12365.Y1.E1.L1,PASS,..
I20439,I20439,P6642; Sarukhan; Tomb 9; LM culture; EIA-2 ,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2911,31,"1012-906 calBCE (2810±20 BP, PSUAMS-8889)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,3.576,850180,457369,F,n/a (no relatives detected),n/a (female),n/a (female),282.9,X2e2a2,"[0.989,0.999]",0.125,0.01,ss.half,S20439.Y1.E1.L1,PASS,..
I20440,I20440,"P6643; Sarukhan; Tomb 6; LM culture, LBA-3",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3135,43,"1263-1121 calBCE (2970±20 BP, PSUAMS-9011)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,0.965,506976,269870,F,"Armenia, multi-site (Sarukhan-Noratus) Family A (2 members) (I20440-I19329 are 2nd or 3rd degree relatives)",n/a (female),n/a (female),104.3,W6b,"[0.981,0.995]",0.177,0.013,ss.half,S20440.Y1.E1.L1,PASS,..
I20441,I20441,P6644; Sarukhan; Tomb 12; LM culture; IA-2,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2793,30,"900-805 calBCE (2690±20 BP, PSUAMS-9012)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,1.609,795065,423390,M,n/a (no relatives detected),..,..,151.2,U2+152,"[0.986,0.998]",0.192,0.403,ss.half,S20441.Y1.E1.L1,PASS,..
I20443,I20443,"P6661; Sarukhan; Tomb 3; LM culture, EIA-2",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2896,38,"1013-846 calBCE (2795±25 BP, PSUAMS-9013)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,4.441,897473,482552,M,n/a (no relatives detected),..,..,261.5,H2a,"[0.981,0.999]",0.147,0.427,ss.half,S20443.Y1.E1.L1,PASS,..
I20436,I20436,"P6639; Sarukhan; Tomb 4; LM culture, LBA-2 ",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3024,49,1199-989 calBCE (2890±25 BP PSUAMS-11923),..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,0.582,418933,221674,M,n/a (no relatives detected),..,..,60.98,N1b1a5,"[0.964,0.984]",0.191,0.424,ss.half,S20436.Y1.E1.L1,PASS,..
I20444,I20444,P6644; Sarukhan; Tomb 12; LM culture; IA-2,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2622,75,"788-551 calBCE (2530±20 BP, PSUAMS-11953)",..,Armenia_EIA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,1.191,519057,275957,M,n/a (no relatives detected),..,..,75.31,T2a1b2b,"[0.976,0.992]",0.161,0.452,ss.half,S20444.Y1.E1.L1,PASS,..
I20438,I20438,"P6641; Sarukhan; Tomb 8; LM culture, EIA-2",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2023,44,"161 calBCE - 8 calCE (2065±25 BP, PSUAMS-9010)",..,Armenia_LIA_o2,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,4.712,904591,485604,F,n/a (no relatives detected),n/a (female),n/a (female),276.7,C5c+16234,"[0.979,0.995]",0.163,0.01,ss.half,S20438.Y1.E1.L1,PASS,..
I20437,I20437,"P6640; Sarukhan; Tomb 14; LM culture, LBA-3",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2022,39,"157 calBCE - 7 calCE (2065±20 BP, PSUAMS-8417)",..,Armenia_LIA_o3,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,4.598,889566,478479,F,n/a (no relatives detected),n/a (female),n/a (female),356.6,T1a9,"[0.991,1.000]",0.131,0.009,ss.half,S20437.Y1.E1.L1,PASS,..
I20442,I20442,"P6645;Sarukhan; Tomb 17; LM culture, EIA-2 ",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,1669,33,"220-330 calCE (1790±20 BP, PSUAMS-8548)",..,Armenia_LIA_o3,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,0.333,301110,159380,F,n/a (no relatives detected),n/a (female),n/a (female),37.24,N1b1a,"[0.979,0.996]",0.174,0.009,ss.half,S20442.Y1.E1.L1,PASS,..
I19340,I19340,TWO CODES: (1) P5948; (2) P7868; All correspond to Burial 513,petrous; tooth (premolar),2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,3285,49,1420-1250 BCE,..,Armenia_MBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,2,0.382646,336312,185344,M,n/a (no relatives detected),..,..,279.161084,U1a1a1a,..,0.154,0.418583927,"ds.half,ss.half","S24109.Y1.E1.L1,S19340.Y1.E1.L1",PASS,..
I10252,I10252,"TWO CODES: (1) ARME_YERE2, 1968, sondage 5; (2) P7833, Burial 3, ind. 1 [these come from two different site names according to our records. (1) is from Yerevan Cave and (2) from Vardbakh. I'm not sure if they can be considered to be the same...]",tooth (molar),2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,1850,115,100 BCE - 300 CE,adult; 20-30 yrs.,Armenia_Antiquity,"Vardbakh, Yerevan 2 Cave",Armenia,40.833333,43.916667,Repulldown on 3.2M snpset,1240K,2,6.403861,854235,469220,F,n/a (no relatives detected),n/a (female),n/a (female),519.819241,U7b,..,..,0.011429944,"ds.half,ds.half","S10252.E1.L1,S23250.Y1.E1.L1",PASS,..
I11699,I11699,330 (26238),petrous,2021,PattersonNature2021,Context: Archaeological - Period,2300,87,500-200 BCE,..,Austria_IA_LaTene,"Lower Austria, St. Pölten, Pottenbrunn",Austria,48.241109,15.701654,Repulldown on 3.2M snpset,1240K,1,5.192492,850709,470160,F,n/a (no relatives detected),n/a (female),n/a (female),622.1,H11a2,"[0.984,0.998]",0.085,0.009,ds.half,S11699.Y1.E2.L1,PASS,..
I11701,I11701,332 (26249),petrous,2021,PattersonNature2021,Context: Archaeological - Period,2300,87,500-200 BCE,..,Austria_IA_LaTene,"Lower Austria, St. Pölten, Pottenbrunn",Austria,48.241109,15.701654,Repulldown on 3.2M snpset,1240K,1,5.421026,853050,471484,M,n/a (no relatives detected),..,..,723,T2b,"[0.984,0.995]",0.079,0.425,ds.half,S11701.Y1.E2.L1,PASS,..
I11708,I11708,339 (26250),petrous,2021,PattersonNature2021,Context: Archaeological - Period,2300,87,500-200 BCE,..,Austria_IA_LaTene,"Lower Austria, St. Pölten, Pottenbrunn",Austria,48.241109,15.701654,Repulldown on 3.2M snpset,1240K,1,4.674159,810008,451113,F,n/a (no relatives detected),n/a (female),n/a (female),501.2,U7b,"[0.977,0.995]",0.106,0.009,ds.half,S11708.Y1.E2.L1,PASS,..
I2483_noUDG,I2483,"KR1-1 (Krems1-1, Krems-Wachtberg 2015, 151416, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 1)",petrous,2020,TeschlerNicolaCommunicationsBiology2020,Context: Archaeological - Period,30850,173,29200-28600 BCE,..,Austria_Krems1_1,Krems-Wachtberg,Austria,48.41,15.59,Repulldown on 3.2M snpset,1240K,2,1.772,656606,356461,M,"Austria, Krems Family A (I1283-I1284 are identical twins, and these are 3rd degree or more distant relatives of I1577)",..,..,365.254149,U5,"[0.98,1]",..,..,"ds.minus,ds.minus","S2483.E2.L2,S2483.E2.L1",PASS,..
I2484,I2484,"Krems1-2 (Krems-Wachtberg 2015, 151554, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 2)",petrous,2020,TeschlerNicolaCommunicationsBiology2020,Context: Archaeological - Period,30850,173,29200-28600 BCE,..,Austria_Krems1_2_twin.I2483,Krems-Wachtberg,Austria,48.41,15.59,Repulldown on 3.2M snpset,1240K,4,0.282488,259439,138877,M,"Austria, Krems Family A (I1283-I1284 are identical twins, and these are 3rd degree or more distant relatives of I1577)",..,..,53.957692,U5,"[0.989,1]",..,..,"ds.half,ds.half,ds.half,ds.half","S2484.E1.L2,S2484.E1.L3,S2484.E1.L4,S2484.E1.L5",PASS,..
I2484_noUDG,I2484,"Krems1-2 (Krems-Wachtberg 2015, 151554, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 2)",petrous,2020,TeschlerNicolaCommunicationsBiology2020,Context: Archaeological - Period,30850,173,29200-28600 BCE,..,Austria_Krems1_2_twin.I2483_noUDG,Krems-Wachtberg,Austria,48.41,15.59,1240K pulldown padded to 3.2M snpset,1240K,5,0.411,341023,182704,M,"Austria, Krems Family A (I1283-I1284 are identical twins, and these are 3rd degree or more distant relatives of I1577)",..,..,53.957692,U5,"[0.989,1]",..,..,"ds.minus,ds.half,ds.half,ds.half,ds.half","S2484.E1.L1,S2484.E1.L2,S2484.E1.L3,S2484.E1.L4,S2484.E1.L5",PASS_WHY_COV_LESS_THAN_UDG_FULLY_TREATED_VERSION,..
I1577,I1577,KremsWA3 (Burial 2 individual 3),bone (cranial),2016,FuNature2016,Context: Archaeological - Period,30950,289,29500-28500 BCE,..,Austria_KremsWA3,Krems-Wachtberg,Austria,48.41,15.59,Repulldown on 3.2M snpset,1240K,2,0.216,217992,118045,M,"Austria, Krems Family A (I1283-I1284 are identical twins, and these are 3rd degree or more distant relatives of I1577)",..,..,49.578188,U5,"[0.986,0.999]",..,..,"ds.half,ds.half","S1577.E1.L2,S1577.E1.L3",PASS,..
I6913,I6913,"Grab 2, left or right lower second molar (permanent mandibular molar no. 37 or 47) (Grave no. 2, permanent mandibular molar no. 37 or 47)",tooth,2019,NikitinScientificReports2019,Direct: IntCal20,7366,68,"5604-5230 calBCE (6460±70 BP, ETH-14827)",..,Austria_N_HG_LBK_o_lc,Brunn Wolfholz,Austria,48.120396,16.291722,Repulldown on 3.2M snpset,1240K,1,0.006012,7017,3779,M,n/a (no relatives detected),..,CT ,190.695214,U5a1,"[0.99,0.999]",0.08,..,ds.half,S6913.E1.L1,PASS,..
I6912_noUDG,I6912,"Grab 1, left lower first or second molar (permanent tooth no. 36 or 37) (Grave no. 1, permanent tooth no. 36 or 37)",tooth,2019,NikitinScientificReports2019,Context: Archaeological - Period,7088,209,5500-4775 BCE,..,Austria_N_LBK,Brunn Wolfholz,Austria,48.120396,16.291722,1240K pulldown padded to 3.2M snpset,1240K,5,0.034585,39670,20784,M,n/a (no relatives detected),..,BT,..,J1,..,..,0.303,"ds.half,ds.minus,ss.minus,ds.half,ss.half","S6912.E1.L1,S6912.E1.L2,S6912.E1.L3,S6912.E1.L5,S6912.E1.L6",QUESTIONABLE,"sex.intermediate, damage=0.034-0.319, sex.ratio=0.303"
I13320,I13320,"4722/ANTPA.004683 (Imperial Lighthouse cave, from a hole in the wall)",petrous,2020,FernandesSirakNature2020,Direct: IntCal20,850,38,"1033-1159 calCE (947±24 BP, OxA-38206)",..,Bahamas_AbacoIsl_Ceramic,Abaco,Bahamas,25.87,-77.19,Repulldown on 3.2M snpset,1240K,1,2.338442,826973,451358,M,n/a (no relatives detected),..,..,228.6,B2e,"[0.985,0.996]",0.062,0.391,ds.half,S13320.E1.L1,PASS,..
I14875,I14875,"Lubber's Quarters, Bill Johnson's Cave, Abaco",petrous,2020,FernandesSirakNature2020,Direct: IntCal20,1073,54,"772-973 calCE (1161±19 BP, OxA-39170)",..,Bahamas_AbacoIsl_Ceramic,"Abaco, Bill Johnson's Cave, Lubber's Quarters",Bahamas,26.5,-76.99,Repulldown on 3.2M snpset,1240K,1,0.695437,415798,224340,M,n/a (no relatives detected),..,..,121.5,B2,"[0.992,1.000]",0.112,0.414,ss.half,S14875.Y1.E1.L1,PASS,..
I14922,I14922,Hopetown,petrous,2020,FernandesSirakNature2020,Direct: IntCal20; R_combine,1003,33,"893-994 calCE (1098±14 BP) [R_combine: (1119±19 BP, OxA-39245); (1075±20 BP, PSUAMS-7371)]",..,Bahamas_AbacoIsl_Ceramic,"Abaco, Hopetown",Bahamas,26.53,-76.96,Repulldown on 3.2M snpset,1240K,1,2.406589,755545,407633,F,n/a (no relatives detected),n/a (female),n/a (female),285,B2e,"[0.991,0.999]",0.119,0.007,ss.half,S14922.Y1.E1.L1,PASS,..
I14923,I14923,Moore's Island,petrous,2020,FernandesSirakNature2020,Direct: IntCal20,603,28,"1305-1398 calCE (609±13 BP, OxA-39239, 40)",..,Bahamas_AbacoIsl_Ceramic,"Abaco, Moore's Island, Prophet's Cave",Bahamas,26.31,-77.55,Repulldown on 3.2M snpset,1240K,1,0.999722,495689,266535,F,n/a (no relatives detected),n/a (female),n/a (female),122.8,B2e,"[0.988,0.998]",0.076,0.006,ss.half,S14923.Y1.E1.L1,PASS,damage.ss.half=0.076
I13318,I13318,"4722/ANTPA.004694 (Gordon Hill Cave, Chamber #1)",petrous,2020,FernandesSirakNature2020,Context: Archaeological - Period,750,173,900-1500 CE,..,Bahamas_CrookedIsl_Ceramic,Crooked Island,Bahamas,22.82,-74.29,Repulldown on 3.2M snpset,1240K,1,3.970289,852563,466398,M,n/a (no relatives detected),..,..,360,C1b,"[0.984,0.997]",0.094,0.404,ds.half,S13318.E1.L1,PASS,..
I13319,I13319,"4722/ANTPA.004695 (Gordon Hill Cave, Chamber #1)",petrous,2020,FernandesSirakNature2020,Context: Archaeological - Period,750,173,900-1500 CE,..,Bahamas_CrookedIsl_Ceramic,Crooked Island,Bahamas,22.83,-74.32,Repulldown on 3.2M snpset,1240K,1,3.576257,824731,453144,F,n/a (no relatives detected),n/a (female),n/a (female),301.7,C1b,"[0.978,0.994]",0.073,0.008,ds.half,S13319.E1.L1,PASS,..
I13321,I13321,"4722/ANTPA.004685 (Wemyss Bight Cave, surface burial)",petrous,2020,FernandesSirakNature2020,Context: Archaeological - Period,750,173,900-1500 CE,..,Bahamas_EleutheraIsl_Ceramic,Eleuthera Island,Bahamas,24.75,-76.2,Repulldown on 3.2M snpset,1240K,1,3.538487,838471,457395,M,n/a (no relatives detected),..,..,345.7,C1b2,"[0.989,0.999]",0.088,0.399,ds.half,S13321.E1.L1,PASS,..
I13736,I13736,"HBC, Back CH | HBC Area 3 (HBC, Back CH)",tooth,2020,FernandesSirakNature2020,Context: Archaeological - Period,750,173,900-1500 CE,..,Bahamas_EleutheraIsl_Ceramic,"Eleuthera, Garden Cave",Bahamas,25.366574,-76.520014,Repulldown on 3.2M snpset,1240K,2,0.149217,154567,83472,F,n/a (no relatives detected),n/a (female),n/a (female),..,C1d1,..,..,0.014,"ds.half,ss.half","S13736.Y1.E1.L1,S14874.Y1.E1.L1",PASS,..
I14878,I14878,PC Burial #9,petrous,2020,FernandesSirakNature2020,Direct: IntCal20,795,53,"1047-1220 calCE (890±23 BP, MAMS-39633)",..,Bahamas_EleutheraIsl_Ceramic,"North Eleuthera, Preacher's Cave",Bahamas,25.557,-76.696,Repulldown on 3.2M snpset,1240K,1,1.920828,674180,361914,F,n/a (no relatives detected),n/a (female),n/a (female),198.7,B2,"[0.981,0.994]",0.139,0.011,ss.half,S14878.Y1.E1.L1,PASS,..
I14920,I14920,HBC Back CH Skull 2,petrous,2020,FernandesSirakNature2020,"Direct: IntCal20; we ignore a date of 1279-1390 calCE (669±25 BP, OxA-38205) because it is significantly discrepant (P<<-12) and not from the same sample used for DNA",938,16,"992-1032 calCE (1025±20 BP, PSUAMS-7369)",..,Bahamas_EleutheraIsl_Ceramic,"Eleuthera, Garden Cave",Bahamas,25.366574,-76.520014,Repulldown on 3.2M snpset,1240K,1,0.853233,508307,272902,F,n/a (no relatives detected),n/a (female),n/a (female),133.5,C1b,"[0.963,0.985]",0.123,0.008,ss.half,S14920.Y1.E1.L1,PASS,..
I14921,I14921,HBC unknown 2016,petrous,2020,FernandesSirakNature2020,"Direct: IntCal20; ignore contradictory and archaeologically implausible first date of 541-604 calCE (1510±20 BP, PSUAMS-6837)",679,12,"1229-1291 calCE (745±20 BP, PSUAMS-7370)",..,Bahamas_EleutheraIsl_Ceramic,"Eleuthera, Garden Cave",Bahamas,25.366574,-76.520014,Repulldown on 3.2M snpset,1240K,1,1.417653,636190,342855,F,n/a (no relatives detected),n/a (female),n/a (female),330.5,C1b,"[0.976,0.991]",0.119,0.007,ss.half,S14921.Y1.E1.L1,PASS,..
I14876,I14876,NE 2,petrous,2020,FernandesSirakNature2020,Direct: IntCal20,624,40,"1278-1388 calCE (675±20 BP, PSUAMS-7368)",..,Bahamas_EleutheraIsl_Ceramic,"North Eleuthera, Blue Hole",Bahamas,25.551022,-76.71,Repulldown on 3.2M snpset,1240K,1,0.35248,284769,152290,M,n/a (no relatives detected),..,..,76.1,B2,"[0.989,0.998]",0.122,0.401,ss.half,S14876.Y1.E1.L1,PASS,..
I13322,I13322,"4722/ANTPA.004687 (Town Cave, Cleft burial (secondary?))",petrous,2020,FernandesSirakNature2020,Direct: IntCal20,1017,34,"885-990 calCE (1127±19 BP, OxA-39169)",..,Bahamas_LongIsl_Ceramic,Long Island,Bahamas,23.1,-74.98,Repulldown on 3.2M snpset,1240K,1,3.658408,853188,465377,F,n/a (no relatives detected),n/a (female),n/a (female),304.9,C1d1,"[0.987,0.998]",0.057,0.006,ds.half,S13322.E1.L1,PASS,..
I13737,I13737,LI 1,tooth,2020,FernandesSirakNature2020,Direct: IntCal20,752,18,"1165-1224 calCE (855±15 BP, UCIAMS-186352)",..,Bahamas_LongIsl_Ceramic,"Long Island, Clarence Town, Rolling Heads Site",Bahamas,23.1,-74.98,Repulldown on 3.2M snpset,1240K,1,1.062775,660968,362804,M,n/a (no relatives detected),..,..,190.4,B2e,"[0.984,0.996]",0.088,0.388,ds.half,S13737.Y1.E1.L1,PASS,..
